fresh;fet1;fet2;fet3;fet4;fet5;fet6;fet7;fet8;fet9;fet10;s1;s2;s3;s4;s5;s6;s7;cd1;cd2;cy1;cy2;cy3;dis1;dis2;dis3;dis4;life1;life2;life3;life4;fwl1;fwl2;fwl3;fwl4;fwl5;fwl6;fwl7;fwl8;wnb1;wnb2;wnb3;wnb4;wnb5;egg1;egg2;egg3;egg4;drift1;drift2;drift3;cuv1;cuv2;cuv3;cuv4;cup1;cup2;cup3;cup4;cup5;cup6;cup7;szp1;szp2;szp3;szp4;szp5;szp6;szp7;szp8;szp9;szp10;lsr1;lsr2;lsr3;lsr4;lsr5;lsr6;lsr7;lsr8;res1;res2;res3;res4;res5;ref1;ref2;ref3;ref4;ref5;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;aqs1;aqs2;aqs3;aqs4
Acroloxus_sp;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0.666666667;0.333333333;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.5;0.5;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.1;0.2;0.2;0.1;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aeshna_sp;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0.4;0.6;0;0.25;0.75;0.75;0.25;0;0.2;0.2;0;0.6;0;0;0.4;0.6;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.75;0.25;0;1;0;0;0.75;0.25;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0.9;0;0;0;0;1;0;0;0;0;0.25;0.75;0;0;0;0.666666667;0;0;0.333333333;0;0;0.25;0;0;0;0.375;0.375;0;0.25;0.75;0;0
Agabus_sp_Ad;0;0;0;0;0;0;0;1;0;0;0;0;0.25;0.75;0;0;0;0;1;0;0.75;0.25;0.2;0.2;0;0.6;0;0;0.75;0.25;0;0.75;0.25;0;0;0;0;0;0;0;0;1;0;0.5;0.5;0;0;0.75;0.25;0;0.75;0.25;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.142857143;0;0.428571429;0.428571429;0;0;0;0;0.25;0;0;0.75;0;0;0;0;0;1;0;0;0;0.75;0;0.25;0;0;0.375;0.375;0;0.25
Anacaena_sp_Ad;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0.25;0.75;0;0.75;0.25;0;0.25;0;0.75;0;0;0.75;0.25;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.142857143;0;0.428571429;0.428571429;0;0;0;0;0.2;0;0.2;0.6;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0.375;0.375;0;0.25
Anisus_sp;0.5;0;0;0.3;0;0;0;0;0;0.2;0;0;0.6;0.4;0;0;0;1;0;0;1;0;0.666666667;0.333333333;0;0;0;0;0.6;0.4;0;0;0;0;0;0;0;0;1;0;0;0;0;0.25;0.75;0;0;1;0;0;0.75;0.25;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.8;0;0;0.25;0;0.75;0;0;0;0;1;0;0;0;0;0.2;0;0.2;0.6;0;0;0;0;1;0;0;0;0;0.75;0;0;0.25
Aplexa_sp;0.5;0;0;0.2;0.2;0;0;0;0;0.1;0;0;0.142857143;0.428571429;0.428571429;0;0;0.857142857;0.142857143;0;0.857142857;0.142857143;0.666666667;0.333333333;0;0;0;0;0.75;0.25;0;0;0;0;0;0;0;0;1;0;0;0;0;0.5;0.5;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Asellus_sp;0.3;0;0;0.3;0.4;0;0;0;0;0;0;0;0;1;0;0;0;0.75;0.25;0;0.25;0.75;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.5;0.5;0;0;0.6;0.2;0.2;0;0;0;0;0;0;0;0;0;0;1;0;0;0.1;0.1;0.1;0.2;0.2;0.1;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Baetis_sp;0.5;0;0;0;0.5;0;0;0;0;0;0;0;0.75;0.25;0;0;0;1;0;0;0.4;0.6;0.333333333;0.222222222;0.111111111;0.333333333;1;0;0;0;0;0.75;0.25;0;0;0;0;0;0;0;1;0;0;0;0.2;0.6;0.2;0;0.25;0.75;0;0.285714286;0.428571429;0.285714286;0;0;0;1;0;0;0;0;0.1;0.1;0.2;0.2;0.2;0.1;0;0.1;0;0;0;0.375;0.5;0;0.125;0;0;0.333333333;0.666666667;0;0;0;0.5;0;0;0;0.5;0;0;0.25;0.75;0;0;0;0;0.5;0.5;0;0
Batracobdelloides_sp;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0.666666667;0.333333333;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Berosus_sp_Lv;0;0;0;0;0;0;0;1;0;0;0;0.25;0.75;0;0;0;0;0.25;0.75;0;0.75;0.25;0;0.25;0;0.75;0;0;0.75;0.25;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.142857143;0;0.428571429;0.428571429;0;0;0;0;0.3;0.3;0.1;0.3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0.375;0.375;0;0.25
Bidessus_sp_Ad;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0.25;0.75;0;0.25;0.75;0.2;0.2;0;0.6;0;0;0.75;0.25;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0.5;0.333333333;0.166666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.125;0;0.375;0.375;0;0.125;0;0;0.25;0;0;0.75;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0.375;0.375;0;0.25
Bithynia_sp;0.3;0;0;0;0.3;0.4;0;0;0;0;0;0;0.75;0.25;0;0;0;0.5;0.5;0;1;0;0.666666667;0.333333333;0;0;0;0;0.5;0.5;0;0;0;0;0;0;0;0;1;0;0;0;0;0.25;0.75;0;0;1;0;0;0.6;0.4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0.1;0.3;0.2;0.4;0;0;0;0;0.75;0.25;0;0;0;0.25;0.75;0;0;0;0;0;0;0.5;0.5;0;0;0;1;0;0;0;0;0.5;0;0;0.5
Caenis_sp;0;0;0;0;1;0;0;0;0;0;0;0.4;0.6;0;0;0;0;1;0;0;0.25;0.75;0.4;0.2;0.2;0.2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0.666666667;0.333333333;0;0.75;0.25;0;0.428571429;0.428571429;0.142857143;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.714285714;0.142857143;0.142857143;0;0;0.25;0.75;0;0;0;0.4;0;0;0.2;0.4;0;0.333333333;0.666666667;0;0;0;0;0;0.5;0.5;0;0
Ceratopogonidae_Gen_sp;0;0;0;0;0;0;0;1;0;0;0;0.153846154;0.384615385;0.461538462;0;0;0;1;0;0;0.6;0.4;0.3;0.1;0;0.6;0.2;0.6;0.2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0.25;0.75;0;0;1;0;0;0.6;0.333333333;0.066666667;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.111111111;0.166666667;0.5;0.222222222;0;0;0;0;1;0;0;0;0.181818182;0;0;0;0.818181818;0;0;0.1;0.9;0;0;0;0;0.066666667;0.533333333;0.4;0
Cercyon_sp_Ad;0;0;0;0.3;0;0;0;0;0;0.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chironomidae_Gen_sp;0.2;0.1;0;0;0.3;0.2;0;0.1;0.1;0;0;0.16;0.52;0.24;0.08;0;0;1;0;0;0.470588235;0.529411765;0.321428571;0.178571429;0.321428571;0.178571429;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0.375;0.4375;0.1875;0;0.333333333;0.5;0.166666667;0.263157895;0.210526316;0.263157895;0.263157895;0.01369863;0.082191781;0.123287671;0.109589041;0.219178082;0;0.452054795;0;0;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0;0;0.233333333;0.333333333;0.2;0.1;0.133333333;0;0.75;0.25;0;0;0;0;0;0;0.142857143;0.857142857;0.111111111;0;0;0.222222222;0.666666667;0;0;0;0;0.5;0.5;0
Cloeon_sp;0.5;0;0;0;0.5;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0.25;0.75;0.166666667;0.333333333;0.166666667;0.333333333;0.5;0.5;0;0;0;0.75;0.25;0;0;0;0;0;0;0;1;0;0;0;0.25;0.5;0.25;1;0;0;0.75;0.25;0;0;0;1;0;0;0;0;0;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0;0;0;0.75;0.25;0;0;0;0;0.333333333;0.666666667;0;0;0;0;0;0;0;1;0.6;0.2;0.2;0;0;0;0;0;0.5;0.5;0;0
Coenagrion_sp;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.75;0.25;0.2;0.6;0.2;0.333333333;0.166666667;0;0.5;0;0.666666667;0.333333333;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0.75;0.25;0;1;0;0;0.428571429;0.285714286;0.142857143;0.142857143;0;0;1;0;0;0;0;0;0.2;0.1;0;0;0;0;0;0.7;0;0;0;0;1;0;0;0;0;0.25;0.75;0;0;0;0;0;0;0.5;0.5;0;0;0;0;0;1;0;0;0.4;0.6;0;0
Colymbetes_sp_Lv;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0.25;0;0.75;0;0;0.25;0.75;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.142857143;0;0.428571429;0.428571429;0;0;0;0;0.25;0;0;0.75;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0.375;0.375;0;0.25
Copelatus_sp_Ad;0;0;0;0;0;0;0;1;0;0;0;0;0.75;0.25;0;0;0;0;1;0;0.75;0.25;0;0.25;0;0.75;0;0;0.75;0.25;0;1;0;0;0;0;0;0;0;0;0;1;0;0.5;0.5;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.3;0;0.7;0;0.142857143;0;0.428571429;0.428571429;0;0;0;0;0.25;0;0;0.75;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0.375;0.375;0;0.25
Copelatus_sp_Lv;0;0;0;0;0;0;0;1;0;0;0;0;0.75;0.25;0;0;0;0;1;0;0.75;0.25;0;0.25;0;0.75;0;0;0.75;0.25;0;1;0;0;0;0;0;0;0;0;0;1;0;0.5;0.5;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.3;0;0.7;0;0.142857143;0;0.428571429;0.428571429;0;0;0;0;0.25;0;0;0.75;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0.375;0.375;0;0.25
Corixidae_Gen_sp;0.2;0.3;0;0;0.5;0;0;0;0;0;0;0.166666667;0.708333333;0.125;0;0;0;1;0;0;0.428571429;0.571428571;0.03030303;0.484848485;0.03030303;0.454545455;0;0;1;0;0.153846154;0.692307692;0.153846154;0;0;0;0;0;0;0;0;1;0;0.444444444;0.555555556;0;0;1;0;0;0.625;0.3125;0.0625;0;0;0;1;0;0;0;0;0;0;0;0.1;0.2;0.2;0.2;0.3;0;0;0.137254902;0.039215686;0.784313725;0.039215686;0;0;0;0;0.176470588;0;0.333333333;0.490196078;0;0;0;0;1;0;0;0;0.275;0.625;0;0.1;0;0;0.369863014;0.369863014;0;0.260273973
Culicidae_Gen_sp;0;0;0;0;0;0.9;0;0.1;0;0;0;0.142857143;0.857142857;0;0;0;0;1;0;0;0.5;0.5;0;0;0.4;0.6;0;0;0;0;0.857142857;0.142857143;0;0;0;0;0;0;0;1;0;0;0;0;0.285714286;0.714285714;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0.1;0;0;0;0;0;0;0;0.7;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Curculionidae_Gen_sp_Ad;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cymatia_sp;0;0;0;0;0;0;0;1;0;0;0;0.25;0.75;0;0;0;0;1;0;0;0;1;0;0.75;0;0.25;0;0;1;0;0.666666667;0.333333333;0;0;0;0;0;0;0;0;0;1;0;0.5;0.5;0;0;1;0;0;0.666666667;0.333333333;0;0;0;1;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0;0;0.7;0;0;0;1;0;0;0;0;0;0.166666667;0;0.333333333;0.5;0;0;0;0;1;0;0;0;0.25;0.75;0;0;0;0;0.375;0.375;0;0.25
Cymbiodyta_sp_Ad;0;0;0;0.5;0.5;0;0;0;0;0;0;1;0;0;0;0;0;0.25;0.75;0;0.75;0.25;0.2;0.2;0;0.6;0;0;0.75;0.25;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dina_sp;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0.25;0.75;0.25;0.75;0;0.5;0.5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.1;0.2;0.3;0.2;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dryops_sp_Ad;0.5;0;0;0;0.5;0;0;0;0;0;0;0.25;0.75;0;0;0;0;0.25;0.75;0;1;0;0;0.25;0;0.75;0;0;0.75;0.25;0.25;0.75;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0.6;0.2;0.2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0.375;0.375;0;0;0;0.333333333;0;0.333333333;0.333333333;0;0;0;0;0;1;0;0;0;0;0;0.25;0.75;0;0.25;0.5;0;0.25
Dytiscidae_Gen_sp_Lv;0;0;0;0;0;0;0;1;0;0;0;0.404109589;0.246575342;0.136986301;0.171232877;0.04109589;0;0.167785235;0.832214765;0;0.571428571;0.428571429;0.12568306;0.234972678;0;0.639344262;0;0;0.58974359;0.41025641;0.522058824;0.183823529;0.117647059;0.102941176;0.051470588;0.022058824;0;0;0;0;0;1;0;0.693693694;0.306306306;0;0;0.868852459;0.131147541;0;0.81147541;0.155737705;0.032786885;0;0;0;1;0;0;0;0;0.030337079;0.014981273;0.019850187;0.03071161;0.044569288;0.02247191;0.077153558;0;0.759925094;0;0.138528139;0;0.415584416;0.424242424;0;0.021645022;0;0;0.25;0;0;0.75;0;0;0;0;0;1;0;0;0;0.783919598;0;0.216080402;0;0;0.373584906;0.373584906;0;0.252830189
Enochrus_sp_Ad;0.3;0.2;0;0.1;0.3;0;0;0.1;0;0;0;0.25;0.75;0;0;0;0;0.25;0.75;0;0.75;0.25;0;0.25;0;0.75;0;0;0.75;0.25;0.333333333;0.666666667;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.142857143;0;0.428571429;0.428571429;0;0;0;0;0.2;0;0.2;0.6;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0.375;0.375;0;0.25
Ephydridae_Gen_sp;0;0;0;0.5;0.5;0;0;0;0;0;0;0.142857143;0.428571429;0.428571429;0;0;0;1;0;0;0.75;0.25;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.333333333;0.333333333;0.333333333;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0.6;0;0;0;0;0;0;1;0;0;0;0;0.5;0.5;0;0;0.166666667;0.166666667;0;0.333333333;0.333333333;0;0.25;0.5;0.25;0
Erpobdella_sp;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0.25;0.75;0.25;0.75;0;0.333333333;0.333333333;0.333333333;0;0;0;0.25;0.75;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0.75;0.25;0;0.142857143;0.142857143;0.428571429;0.285714286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166666667;0.5;0.166666667;0;0.166666667;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0.375;0.375;0;0.25
Erpobdellidae_Gen_sp;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0.666666667;0;0.333333333;0.181818182;0.818181818;0.454545455;0.545454545;0;0.375;0.375;0.25;0;0;0;0.1;0.9;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0.75;0.25;0;0.181818182;0.272727273;0.363636364;0.181818182;0;0;1;0;0;0;0;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0;0;0.1;0.6;0.2;0;0.1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0.4;0.4;0;0.2
Gerridae_Gen_sp;0;0;0;0;0;0;0;1;0;0;0;0;0.1;0.9;0;0;0;0.5;0.5;0;0.333333333;0.666666667;0.166666667;0.333333333;0;0.5;0;0;0.75;0.25;0.1;0.9;0;0;0;0;0;0;0;0;0;1;0;0.363636364;0.636363636;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.1;0.1;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Glossiphonia_sp;0;0;0;0;0;0;0;1;0;0;0;0;0;0.5;0.5;0;0;0.25;0.75;0;1;0;0.5;0.5;0;0;0;0;0.25;0.75;0;0;0;0;0;0;0;0;1;0;0;0;0;0.75;0.25;0;0;1;0;0;0.285714286;0.285714286;0.285714286;0.142857143;0;0;0;0;0;0;1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0;0;0;0.75;0;0;0.25;0;1;0;0;0;0;0;1;0;0;0;0.666666667;0;0;0;0.333333333;0;0;0;0.375;0.375;0;0.25
